date,imgCount,weekDay,text,imgs
2013/10,3,Wednesday,从12楼俯瞰大计量。真不错。,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/0911a6e87323a4dad9eb71114bca3917.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/1e85f9a3fbfb7d98cbce4810f16a5201.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/72d599b9f3f46e1cdbca6230bcd45894.jpeg']"
2013/10,0,Friday,老师说:“这位小姐来读一下，This Miss。” 我和我的小伙伴们都惊呆了。 ,[]
2013/10,4,Friday,第一次见明星，好激动！！！好疯狂！   ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/1a8523de3fb8c80fa4792f997c7f6cec.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/83b804d60218aa472f6f1e3c727f13a5.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/2ac01e5f5f4dd5d767574ac528d8fbab.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/ba9949a39cbeee6f2f44695169cc58a5.jpeg']"
2013/10,3,Friday,,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/079d35be2009b54ccfd40a997544c4f2.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/c228ce2064552df2d0d86081c2236820.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/b73cdefb58b6120285efbe7a73f2ffa2.jpeg']"
2013/10,2,Saturday,晕+_+100号人的课来了30个人，同学们真大胆，老师还是淡定念课本。 ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/5e2f25d1a00f200b4b8298789a8cda28.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/4ddfb9db6fb3a3afc9655eccac0b4098.jpeg']"
2013/10,2,Saturday,三年后的亲自下厨。,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/d0103da9fb50bc7ec7521faf22efa9bb.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/bb1c6c57ae016023bd56fb3dce6bb173.jpeg']"
2013/10,3,Saturday,,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/ca79a4c25d8c7011a4934bb6272a3ade.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/b1353cd27027e9915c166dea658cd711.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/69aaffdc3b54e316aad9a26b68e86579.jpeg']"
2013/10,1,Friday,从下沙搭便车回家，真棒。省时省力哇。,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/6273731079a55e067f2037197f7bb24e.jpeg']
2013/10,0,Saturday,要充电了，才发现没带移动电源也没带充电器回家。  ,[]
2013/10,2,Thursday,哎，这队伍要排到什么时候呀！饭都要冷了。。。  ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/4e35227c100fe3bd60b17c064e14b70c.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/7042b972d71209a8fb52c399e11ec34b.jpeg']"
2013/11,1,Saturday,这天黑的，让我觉得我是半夜三更出的门。 ,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/370925d15f876ca6e8e27935811461f8.jpeg']
2013/11,0,Sunday,周围的人说，这个学校跟致青春里面的感觉一样。老旧就算了，可是为什么这个学校厕所的水是黑色的？ ,[]
2013/11,1,Sunday,终于可以回计量了。,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/a93c44d04f9955c64963f2241038be17.jpeg']
2013/11,0,Monday,只有在期末考试的时候才能知道原来那么多的小伙伴都有这门课。 ,[]
2013/11,0,Monday,老师，您还是别点名了，我们已经笑不动了！ ,[]
2013/11,0,Monday,购物狂欢节真的相当欢乐啊。不一样的光棍节呀。,[]
2013/11,1,Tuesday,光棍节收获的小礼品。  ,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/f4dfb581e1388d2b5edee2a1f289228f.jpeg']
2013/11,0,Tuesday,司机师傅，你连续放两遍不要在车厢内饮食，是跟我说的么！！  ,[]
2013/11,1,Wednesday,寝室小火锅，哈哈。  ,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/a5546a0b59c89d680acc98cb6a3fd92a.jpeg']
2013/11,0,Thursday,凌晨三点多才睡着，早上七点就醒了，这是什么节奏啊！！   难道我只需要四个小时的睡眠！ ,[]
2013/11,3,Thursday,卷铺盖回家。东西不是一般的多呀。 ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/98410e6852ba34eb15559b98c8c3c503.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/5a77a8b8bd0603245a93765ad0b0ee8b.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/5a9a0fce68965bcf9cbaa621d8101a5e.jpeg']"
2013/11,1,Sunday,每天起来都要鲜奶和早饭在等我，在家是幸福的！哈哈 ,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/965fb6ee3b001647f1734ab9c069836d.jpeg']
2013/11,0,Monday,原来所谓的八点是八点准时到就行啊。。。  ,[]
2013/12,2,Friday,终于可以出来走一走了。,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/926c3deff69326d12f4cb031b8d7aefa.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/6c1f19c4bb78eddd0bf25be0c829c70c.jpeg']"
2013/12,2,Saturday,今天是运气太好了吗？服务员把这个泼了我一身，又请我喝了一杯。。。现在身上都还是奶味。,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/4afbc1f184aafc4180fab59050dfcc6f.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/cfead143c4f1bf31d6aa2c8fb2afda51.jpeg']"
2013/12,3,Monday,感觉好几年没来KTV了，都忘了会唱什么。还有我不会玩这个游戏。。。,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/4fbc0a1c01292aba853c3e72dfcc09df.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/c6368fe7df48e0344e6d34d804fcccb2.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/25ce3a33d6adec348de299e5bf9dbb56.jpeg']"
2013/12,3,Monday,,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/7e304ec4be80229504120cf1b136cb1e.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/5d66bd25315c45cb2f1a460299752a86.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/d5ab627f79e8da49a2e515e3b4f57b26.jpeg']"
2013/12,0,Saturday,今天真是Happy Day。小姐妹订婚见了老同学，晚上又来看刚出生的小侄子，妈妈还在这里特地指了我出生的那幢圆楼。 第一次回来出生的地方哈哈。,[]
2013/12,0,Sunday,好火大！没见过这种男的，明明是自己的工作还要我每次都求着你做，不关你的事，难道就关我的事啊！！！  ,[]
2013/12,2,Monday,骑自行车上班还真不是一般的累啊。从没觉得上班的路如此漫长。。。一身的汗 ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/5b4d0d5c6d6cedb90a9263cc7315080f.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/a10b7cff9732bad4cbf3c4ff36410659.jpeg']"
2013/12,3,Tuesday,好久不见。 ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/b94ea93aecb89c21e6a30280eada5cd7.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/a32f295b6e912d31408d3fbbcc2df3e0.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/9319fee10f945118618e41e6932a30e4.jpeg']"
2013/12,0,Monday,这两天两个下午写的字都已经远远超过大学四年写的字了。手都要断了。 ,[]
2014/01,1,Sunday,又 开始了2014第一份点了不回答的感情淡了分尽了自己看着办吧。     1.your name ： Cqq 2. 你现在在干嘛： 看电视 3.前对象想和你和好会说什么 ：看情况  4.现在有人追你么： no  5.你有喜欢的人么：多着呢  6.谁点的你：zyn 7.觉得ta怎么样: beautiful girl  8.跟ta什么关系：best friend 9.如果ta想和你在一起： 那就永远在一起吧 10.跨年夜和谁过： 所有我爱的人 11.现在最想见到谁：你啊12.接下来准备干嘛：接着看电视13.带一张喜欢的照片  点10个最好的朋友 别在你这里断了,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/4989675ae270315dd414977b53d4e3c9.jpeg']
2014/01,1,Monday,不写2014年就没人爱你了  1314跨年感情调查咯 1.你在哪个城市：杭州 2.别人叫你什么:太多啦。 3.试过为一个人剪发没有：为自己剪的算不算 4.你喜欢成熟的还是幼稚的：成熟但也有幼稚的一面 5.还记得伤你最深的人吗：在乎的人才会记住吧~洒脱的人自然只会记得快乐的事 6.还记得上次哭是什么时候:前两天看继承者们的时候 7.你喜欢的人知道你喜欢他吗：我喜欢的人大概还在画地图找我 8.现在想干嘛：好好睡一觉 9.最近有什么愿望：发生点可以真心开心的事儿 10.你为谁哭过：在乎的人 11.上次喝醉是什么时候：至今未醉 12.敢不敢吻你喜欢的人：为什么不敢 13.今天天气如何 ：大太阳 14.你有没有讨厌的人: 没有 15.最近看的电影:我想和你好好的 16.谁点你的: 娜娜 17.带上一张照片 18.点10个你的好友（随便点的，没点到不要怪我）不许不点，不点就没有人在14年爱你了,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/22116fb4c73d64020012d1d557bf5696.jpeg']
2014/01,2,Wednesday,年会抽个红桃6弄到个二等奖。今天人品不错啊  可是一杯红酒下去快晕了。脸好烫!!! ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/eba78c8cb66e7d01b0ace81dd7ce8a5b.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/0f13e7348b4f92d2755b0c9e4349bfc7.jpeg']"
2014/01,1,Thursday,送牛奶的叔叔是怎么了。这两天都四瓶四瓶的送。要过年了买一送一的节奏么。 ,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/a3b6a0ed21820d2eeabe16aff0413615.jpeg']
2014/01,3,Saturday,好有小资生活的情调丫！   ,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/508abceb0f19f99b59942489d2c05fa7.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/988274a4f9c36c22eee2a4eb90fa3fc2.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/3754fac34487143f7ebc8d3490cb656a.jpeg']"
2014/01,3,Saturday,,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/ef551b87f731e821263e14dca016ca50.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/d532b5f4cd32c9e7a38681877265f2a7.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/ce7bfc7def75bcbf00711589111fc088.jpeg']"
2014/01,2,Saturday,,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/f6ea3211517d210d30d83b0fadafa997.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/e20d5c42fc86f8a14a15aad9eeb1b6ab.jpeg']"
2014/01,1,Saturday,,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/08ba8c480eaf43976e18f7d9acdad32c.jpeg']
2014/01,2,Monday,当已经从心底里接受失去了这样东西，却又出现在眼前，这种感觉真好！,"['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/65af89dd72159412f088987469ca5d8b.jpeg', 'http://img.chushu.la/img/weixin/2019/04/13/qingya0923/9eaa5ef9b7f99eabb5c91770bb6e25cf.jpeg']"
2014/01,1,Thursday,"一年中最喜欢的一天，一大家子在一起共享跨年晚餐！哈哈！今年是老二家！两个小屁孩已经吃着嗨喽！（PS,那位还在上班的哥哥，赶紧着回来，大伙都等你呢！）",['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/cf7392028170116db74dcae1a0a8cbd7.jpeg']
2014/02,1,Sunday,第一次碰到个这样打牌的，牌都凌乱朝天，随便拿一摊，出牌毫无章法，无所谓大小。这位小朋友还乐在其中，很认真的赢我！ ,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/7035a7ba43ded2ab15ef4e4b86d5fcce.jpeg']
2014/02,1,Thursday,中国好闺蜜接旨!! 2014第一份点名不回答的说明感情淡了自己看着办吧。  1.your name:cqq 2.你现在在干嘛 ：写这个 3.前对象想和你和好会说什么: 滚 5.谁点的你：阿婷 6.马年最想干什么: 带上相机去旅游 7.跟ta什么关系：闺蜜 8.除夕和谁过的：所有家人 9.现在最想见到谁: 一起领证的那人 10.接下来准备干嘛: 拜年去 11.带一张自己的照片 。 点10个最好的朋友 别在你这里断了。,['http://img.chushu.la/img/weixin/2019/04/13/qingya0923/7ac39db34e4d8ccd95f98999a3b69d7f.jpeg']
2014/02,0,Thursday,这个阿姨家每年都有新菜式，大爱今天的番茄炖黑鱼  喝了好几碗哈哈！ ,[]
2014/02,0,Wednesday,不知道有多久没有这个点就起床出门了  可千万别堵车！,[]
2014/02,0,Tuesday,又华丽丽的晕针了    这病是没救了！,[]
2014/02,0,Thursday,侄子说：嗯娘，你神经病啊！然后下一句居然是给我吃块巧克力噢。胆子真大这小子！ ,[]
2014/03,0,Tuesday,公车上遇到个脑残小偷，想偷东西，也不看包包要打开的复杂程度，刚弄开我包包的扣就被我发现了 。  告诉你离钱包还有两步呢！ ,[]
